mergeName,partyKey,canonicalName,name,abbrev,aka,sector,year,congress,votes,percentage,seats,nomineeNames,reps,representatives_status,status,notes,source_url,note_type,status_flag,ui_red_flag,verification_note,membership_notes,reps_source
Senior Citizens Partylist,senior-citizens-partylist,Senior Citizens Partylist,Senior Citizens Partylist,,Senior Citizens; Coalition of Associations of Senior Citizens in the Philippines; Senior Citizens Party-list,Senior Citizens,2019,18th Congress,516927,1.85,1,Francisco Datol Jr.; Rodolfo Ordanes,Francisco Datol Jr.; Rodolfo Ordanes,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Francisco Datol Jr. died in office on August 10, 2020; Rodolfo Ordanes took office October 13, 2020.",https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Francisco Datol Jr. died in office on August 10, 2020; Rodolfo Ordanes took office October 13, 2020.",Congress membership list / party page cross-check
Magsasaka Partylist,magsasaka-partylist,Magsasaka Partylist,Magsasaka Partylist,,,Agriculture / Farmers,2019,18th Congress,496337,1.78,1,Argel Joseph Cabatbat,Argel Joseph Cabatbat,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Association of Philippine Electric Cooperatives,association-of-philippine-electric-cooperatives,Association of Philippine Electric Cooperatives,APEC Psrtylist,,APEC; Association of Philippine Electric Cooperatives; APEC Partylist,,2019,18th Congress,480874,1.72,1,Sergio Dagooc,Sergio Dagooc,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Gabriela Women's Party,gabriela-women-s-party,Gabriela Women's Party,Gabriela Women's Party,,Gabriela; GABRIELA; Gabriela Women's Party-list,Women,2019,18th Congress,449440,1.61,1,Arlene Brosas,Arlene Brosas,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
An Waray,an-waray,An Waray,An Waray,,An Waray Party-list; An Waray Partylist,Regional,2019,18th Congress,442090,1.59,1,Bem Noel,Bem Noel,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Cooperative NATCCO Network Party,cooperative-natcco-network-party,Cooperative NATCCO Network Party,Coop-NATCCO,,Cooperative NATCCO Network Party; Coop-NATCCO Partylist,Energy / Cooperatives,2019,18th Congress,417285,1.50,1,Sabiniano Canama,Sabiniano Canama,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Alliance of Concerned Teachers,alliance-of-concerned-teachers,Alliance of Concerned Teachers,Alliance of Concerned Teachers,,ACT Teachers; ACT Teachers Party-list; Alliance of Concerned Teachers,Education,2019,18th Congress,395327,1.42,1,France Castro,France Castro,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Philreca Party-list,philreca-party-list,Philreca Party-list,Philreca Party-list,,,,2019,18th Congress,394966,1.42,1,Presley de Jesus,Presley de Jesus,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Ako Bisaya,ako-bisaya,Ako Bisaya,Ako Bisaya,,,Regional,2019,18th Congress,394304,1.41,1,Sonny Lagon,Sonny Lagon,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Tingog Party List,tingog-party-list,Tingog Party List,Tingog Sinirangan,,Tingog Party List; Tingog; Tingog Party-list; Voice of the East,,2019,18th Congress,391211,1.40,1,Yedda Marie Romualdez,Yedda Marie Romualdez,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Abono Partylist,abono-partylist,Abono Partylist,Abono Partylist,,,Agriculture / Farmers,2019,18th Congress,378204,1.36,1,Conrado Estrella III,Conrado Estrella III,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Buhay Hayaan Yumabong,buhay-hayaan-yumabong,Buhay Hayaan Yumabong,Buhay Party-List,,Buhay; Buhay Partylist; Buhay Hayaan Yumabong,,2019,18th Congress,361493,1.30,1,Lito Atienza,Lito Atienza,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Duterte Youth,duterte-youth,Duterte Youth,Duterte Youth,,,Youth,2019,18th Congress,354629,1.27,1,Ducielle Cardema,Ducielle Cardema,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Kalinga Partylist,kalinga-partylist,Kalinga Partylist,Kalinga Partylist,,,,2019,18th Congress,339665,1.22,1,Irene Gay Saulog,Irene Gay Saulog,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2019_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
